Name;Country;Industry;Year of foundation;Year;Revenue;Net Income;Privacy;Size;CEO Name;Headquarters
Company_03798;Japan;Retail;2006;2024;85327597.5;9176674.07;Public;1000-5000 employees;Liu Chen;New York, Japan
Company_03799;Germany;Retail;1965;2023;97190227.05;12048792.23;Private;200-500 employees;Liu Kumar;Tokyo, Germany
Company_03800;China;Energy;1951;2022;41028913.2;6988284.89;Public;5000-10000 employees;Carlos Müller;New York, China
Company_03801;Germany;Finance;1973;2022;37616869.8;2696409.69;Private;5000-10000 employees;Jane Silva;Tokyo, Germany
Company_03802;Brazil;Healthcare;1960;2024;94535766.43;14153242.63;Public;50-200 employees;Liu Smith;London, Brazil
Company_03803;India;Retail;2020;2023;55805057.25;10767351.22;Private;1000-5000 employees;Michael Chen;Toronto, India
Company_03804;Japan;Education;2020;2022;18954004.44;1201231.01;Private;5000-10000 employees;Sofia Brown;Mumbai, Japan
Company_03805;India;Finance;1972;2023;86594781.58;14388448.53;Private;50-200 employees;Liu Müller;Beijing, India
Company_03806;Canada;Energy;1950;2023;45315310.27;5503060.58;Private;50-200 employees;Robert Silva;Mumbai, Canada
Company_03807;France;Finance;1967;2023;10872423.42;2059056.69;Public;50-200 employees;Raj Smith;Toronto, France
Company_03808;UK;Finance;2012;2023;5539600.33;525759.52;Private;5000-10000 employees;Liu Wang;New York, UK
Company_03809;India;Software;2007;2024;31390158.55;7697251.23;Public;200-500 employees;Robert Johnson;Mumbai, India
Company_03810;UK;Manufacturing;1966;2023;48380621.85;11676907.44;Private;5000-10000 employees;Carlos Tanaka;São Paulo, UK
Company_03811;Australia;Healthcare;1975;2023;86352949.94;6965798.57;Private;50-200 employees;Yuki Brown;London, Australia
Company_03812;Canada;Retail;2020;2022;64061585.83;10592040.6;Public;5000-10000 employees;Sofia Garcia;Sydney, Canada
Company_03813;UK;Software;1986;2023;17211804.88;3123508.21;Private;5000-10000 employees;Jane Johnson;Sydney, UK
Company_03814;India;Software;1981;2023;2708861.16;521684.34;Private;1000-5000 employees;Jane Silva;New York, India
Company_03815;China;Education;2016;2021;85868648.77;19243375.71;Public;500-1000 employees;Sofia Müller;New York, China
Company_03816;Australia;Retail;1988;2021;14834062.7;811742.01;Private;50-200 employees;Sofia Chen;Paris, Australia
Company_03817;India;Healthcare;1989;2024;88167808.21;12707103.47;Public;5000-10000 employees;Raj Smith;New York, India
Company_03818;Australia;Software;2016;2023;54451926.45;10327623.6;Public;1000-5000 employees;Liu Silva;Sydney, Australia
Company_03819;China;Healthcare;1956;2024;65617413.42;16386373.62;Private;50-200 employees;John Wang;Sydney, China
Company_03820;Japan;Education;1978;2021;98703116.38;8965110.6;Private;200-500 employees;Michael Brown;Paris, Japan
Company_03821;USA;Energy;2004;2024;62006795.28;11463298.05;Private;1000-5000 employees;Michael Garcia;Beijing, USA
Company_03822;UK;Energy;1980;2024;32962983.76;5312890.05;Private;200-500 employees;Jane Wang;Paris, UK
Company_03823;Australia;Manufacturing;2000;2023;74910964.37;9861891.34;Private;1000-5000 employees;Carlos Brown;Paris, Australia
Company_03824;USA;Logistics;1999;2022;53472822.96;12646250.46;Private;500-1000 employees;Anna Chen;New York, USA
Company_03825;USA;Retail;1955;2023;40628384.28;9043153.26;Private;5000-10000 employees;Liu Müller;São Paulo, USA
Company_03826;UK;Software;2006;2021;16937408.4;1107149.31;Public;500-1000 employees;Sofia Smith;Paris, UK
Company_03827;Japan;Software;2022;2024;13995883.46;3224939.18;Private;200-500 employees;Jane Brown;New York, Japan
Company_03828;Australia;Finance;1978;2022;3713921.13;277710.39;Public;5000-10000 employees;Anna Tanaka;Sydney, Australia
Company_03829;Brazil;Education;2015;2024;96005394.88;22429572.31;Public;1000-5000 employees;Michael Kumar;Mumbai, Brazil
Company_03830;China;Manufacturing;1975;2023;97031469.16;6498039.23;Public;1000-5000 employees;Raj Silva;Toronto, China
Company_03831;Brazil;Healthcare;1961;2023;10591052.06;1346779.93;Public;1000-5000 employees;Raj Garcia;Paris, Brazil
Company_03832;China;Finance;1971;2021;25468999.91;5743632.86;Public;50-200 employees;John Brown;New York, China
Company_03833;UK;Finance;1976;2023;62916013.36;6949063.08;Public;500-1000 employees;Yuki Müller;Tokyo, UK
Company_03834;UK;Software;1990;2024;74947062.07;14265633.37;Public;1000-5000 employees;Jane Garcia;Beijing, UK
Company_03835;USA;Energy;2001;2024;39640069.2;4516311.36;Private;500-1000 employees;Jane Chen;New York, USA
Company_03836;India;Manufacturing;1988;2024;51114650.19;11099815.29;Public;200-500 employees;Raj Tanaka;São Paulo, India
Company_03837;Brazil;Retail;1952;2021;99289928.2;8892439.66;Public;500-1000 employees;Michael Chen;Beijing, Brazil
Company_03838;Canada;Education;1994;2022;73346247.38;14936362.82;Private;1000-5000 employees;Robert Smith;São Paulo, Canada
Company_03839;UK;Logistics;1977;2024;75859618.49;3794327.53;Private;5000-10000 employees;Michael Chen;Tokyo, UK
Company_03840;Australia;Manufacturing;1966;2023;45190460.19;8729262.41;Private;5000-10000 employees;Yuki Johnson;Mumbai, Australia
Company_03841;Japan;Retail;1986;2024;78746288.21;17241547.11;Private;200-500 employees;Jane Müller;Mumbai, Japan
Company_03842;Canada;Energy;2009;2021;50448690.43;3671644.9;Private;200-500 employees;Sofia Kumar;Toronto, Canada
Company_03843;Canada;Education;1951;2024;13244622.9;2922067.39;Public;1000-5000 employees;Anna Garcia;Mumbai, Canada
Company_03844;USA;Education;2013;2023;54828470.82;4423890.97;Private;500-1000 employees;Jane Müller;São Paulo, USA
Company_03845;USA;Logistics;2012;2021;9104529.9;1775967.48;Private;200-500 employees;Raj Kumar;Tokyo, USA
Company_03846;Canada;Software;1961;2024;71441968.94;10507402.74;Private;1000-5000 employees;Sofia Johnson;Sydney, Canada
Company_03847;UK;Finance;2015;2023;5702551.79;801234.02;Public;200-500 employees;Jane Brown;São Paulo, UK
Company_03848;Japan;Software;1977;2024;36919613.84;8204412.4;Private;5000-10000 employees;Jane Chen;London, Japan
Company_03849;Canada;Software;1950;2024;38018849.95;2366732.04;Private;50-200 employees;Sofia Chen;Sydney, Canada
Company_03850;Japan;Education;1993;2021;7506295.0;1194131.28;Public;500-1000 employees;Yuki Smith;Mumbai, Japan
Company_03851;Canada;Manufacturing;1973;2021;14872498.06;2831963.68;Public;500-1000 employees;Jane Johnson;Beijing, Canada
Company_03852;Canada;Education;2019;2021;85274982.68;4918829.48;Private;200-500 employees;Carlos Smith;Paris, Canada
Company_03853;Canada;Finance;2003;2023;1803089.07;298819.49;Public;500-1000 employees;John Garcia;London, Canada
Company_03854;Germany;Retail;2020;2023;62188949.09;3919768.55;Private;500-1000 employees;Carlos Tanaka;Berlin, Germany
Company_03855;India;Logistics;1994;2023;79643394.84;15269799.06;Private;500-1000 employees;Liu Johnson;New York, India
Company_03856;Brazil;Retail;2012;2024;80137382.2;8819117.47;Public;1000-5000 employees;Liu Chen;New York, Brazil
Company_03857;USA;Education;1965;2021;9610091.01;2207002.26;Private;200-500 employees;John Silva;Berlin, USA
Company_03858;Australia;Software;1975;2022;60178670.69;11569619.8;Public;1000-5000 employees;Sofia Garcia;Berlin, Australia
Company_03859;China;Retail;2008;2023;8859005.54;2056245.54;Public;1000-5000 employees;Raj Kumar;Mumbai, China
Company_03860;Japan;Retail;1955;2023;61514611.43;11436164.05;Public;200-500 employees;Anna Wang;Mumbai, Japan
Company_03861;USA;Retail;1993;2023;83533061.26;6334148.31;Private;200-500 employees;Raj Müller;Sydney, USA
Company_03862;India;Logistics;2013;2022;6347923.19;611475.22;Public;200-500 employees;Michael Tanaka;Mumbai, India
Company_03863;UK;Energy;2013;2022;11154781.69;2559792.28;Private;1000-5000 employees;Jane Garcia;New York, UK
Company_03864;Australia;Healthcare;1953;2023;95380274.26;13287504.4;Private;50-200 employees;Michael Tanaka;São Paulo, Australia
Company_03865;China;Education;1994;2021;50737885.0;6625503.44;Public;200-500 employees;Anna Müller;Paris, China
Company_03866;UK;Retail;2003;2024;62994339.5;15537759.26;Private;5000-10000 employees;Liu Johnson;Tokyo, UK
Company_03867;Canada;Logistics;1992;2021;7940620.4;642264.04;Private;5000-10000 employees;Robert Garcia;Beijing, Canada
Company_03868;Brazil;Education;1953;2021;73255902.79;12510391.01;Private;5000-10000 employees;Jane Müller;Beijing, Brazil
Company_03869;Germany;Healthcare;1983;2023;9910181.8;1978268.1;Private;5000-10000 employees;Anna Garcia;New York, Germany
Company_03870;Canada;Education;2001;2021;17078548.76;1428423.45;Public;1000-5000 employees;Anna Garcia;Mumbai, Canada
Company_03871;France;Logistics;2018;2024;74554273.62;4348612.99;Private;50-200 employees;Yuki Brown;São Paulo, France
Company_03872;USA;Healthcare;1972;2023;15853577.48;3060107.76;Private;5000-10000 employees;Liu Kumar;Mumbai, USA
Company_03873;UK;Energy;2007;2024;85354601.65;6467637.95;Private;50-200 employees;Sofia Garcia;London, UK
Company_03874;France;Logistics;2005;2023;11544956.17;1544837.44;Public;1000-5000 employees;Jane Tanaka;New York, France
Company_03875;India;Healthcare;1964;2022;12976276.43;750368.69;Public;5000-10000 employees;John Tanaka;New York, India
Company_03876;Germany;Education;1973;2023;26658346.38;4025099.33;Private;500-1000 employees;Yuki Garcia;Mumbai, Germany
Company_03877;Germany;Healthcare;1979;2024;91317259.36;5731948.75;Private;50-200 employees;Michael Kumar;Tokyo, Germany
Company_03878;Brazil;Logistics;1987;2021;57187946.55;10788259.18;Private;50-200 employees;Robert Kumar;Paris, Brazil
Company_03879;France;Education;2005;2024;23251132.54;5277619.5;Private;5000-10000 employees;Anna Müller;Berlin, France
Company_03880;Canada;Software;1951;2023;67853385.32;4640599.88;Public;5000-10000 employees;Sofia Kumar;Paris, Canada
Company_03881;Japan;Energy;2002;2024;59400902.84;7986850.04;Public;5000-10000 employees;Yuki Tanaka;Paris, Japan
Company_03882;Japan;Retail;2021;2024;59247209.27;11566281.9;Public;5000-10000 employees;Raj Chen;Sydney, Japan
Company_03883;Brazil;Software;2005;2024;7521980.02;1210345.78;Public;500-1000 employees;Michael Tanaka;London, Brazil
Company_03884;China;Manufacturing;1999;2023;12097837.4;1016567.24;Private;500-1000 employees;Jane Brown;Mumbai, China
Company_03885;Germany;Retail;2004;2024;11675918.8;1232932.77;Public;50-200 employees;Carlos Müller;Berlin, Germany
Company_03886;USA;Finance;2022;2022;91735918.4;12651747.13;Public;5000-10000 employees;Robert Smith;New York, USA
Company_03887;Australia;Education;1963;2022;99756371.7;19168593.36;Public;5000-10000 employees;Carlos Kumar;São Paulo, Australia
Company_03888;India;Education;1989;2023;27401943.47;1695702.47;Public;500-1000 employees;Liu Smith;Beijing, India
Company_03889;France;Finance;1964;2023;88877329.09;9019713.0;Private;1000-5000 employees;Raj Müller;London, France
Company_03890;Australia;Retail;1978;2022;16935071.71;2698119.47;Private;200-500 employees;Robert Silva;Beijing, Australia
Company_03891;Canada;Education;2018;2024;19379477.62;2033498.74;Private;5000-10000 employees;Carlos Silva;Toronto, Canada
Company_03892;Japan;Manufacturing;2021;2022;76282498.24;18323228.34;Private;1000-5000 employees;Robert Chen;Mumbai, Japan
Company_03893;India;Software;2019;2021;57330209.78;5015633.69;Private;50-200 employees;Michael Johnson;Mumbai, India
Company_03894;Australia;Finance;2014;2024;11141320.17;1839110.18;Public;200-500 employees;Raj Garcia;Beijing, Australia
Company_03895;Canada;Healthcare;2006;2021;9197638.19;1244650.16;Public;5000-10000 employees;Anna Brown;Tokyo, Canada
Company_03896;Australia;Energy;1979;2024;81672724.39;14783332.41;Private;1000-5000 employees;Sofia Garcia;Sydney, Australia
Company_03897;France;Manufacturing;1983;2023;4663485.61;278322.57;Public;500-1000 employees;Jane Johnson;Toronto, France
Company_03898;USA;Healthcare;2010;2024;14316162.06;1131485.07;Private;500-1000 employees;Michael Müller;São Paulo, USA
Company_03899;Canada;Healthcare;1995;2022;15201790.05;1559694.58;Public;50-200 employees;Carlos Tanaka;London, Canada
Company_03900;Germany;Healthcare;1979;2024;15594968.95;2497169.25;Private;5000-10000 employees;Carlos Johnson;Tokyo, Germany
Company_03901;Australia;Manufacturing;1992;2021;66960117.81;3372131.17;Public;1000-5000 employees;Carlos Garcia;Toronto, Australia
Company_03902;Canada;Retail;1964;2022;62339558.33;9365941.7;Public;200-500 employees;John Wang;Sydney, Canada
Company_03903;Brazil;Manufacturing;1969;2022;89639778.59;16766862.06;Private;50-200 employees;Sofia Brown;Paris, Brazil
Company_03904;Germany;Finance;1992;2024;8151068.08;840618.43;Private;500-1000 employees;Michael Johnson;Berlin, Germany
Company_03905;China;Energy;1986;2023;70203415.69;4415641.66;Private;1000-5000 employees;John Kumar;Beijing, China
Company_03906;Canada;Manufacturing;1991;2024;19208567.89;4028882.06;Private;1000-5000 employees;Sofia Smith;Paris, Canada
Company_03907;Australia;Energy;1994;2022;88097662.92;21592446.92;Private;5000-10000 employees;Raj Garcia;Beijing, Australia
Company_03908;Canada;Logistics;1982;2022;21473600.78;2338341.9;Public;50-200 employees;Carlos Müller;Mumbai, Canada
Company_03909;Germany;Retail;2003;2024;4026153.71;548694.39;Private;1000-5000 employees;Sofia Chen;Toronto, Germany
Company_03910;China;Software;1974;2023;94813209.58;22539097.98;Private;200-500 employees;Yuki Kumar;Tokyo, China
Company_03911;India;Logistics;2014;2022;69738047.44;4773704.06;Private;50-200 employees;Anna Garcia;Berlin, India
Company_03912;China;Retail;1979;2022;8479363.74;1437074.5;Private;200-500 employees;Sofia Johnson;New York, China
Company_03913;France;Retail;1993;2022;78941602.5;8328081.83;Private;5000-10000 employees;Raj Garcia;Toronto, France
Company_03914;USA;Healthcare;1957;2021;32025342.24;3382676.59;Public;500-1000 employees;Raj Wang;London, USA
Company_03915;UK;Energy;1982;2022;46379748.56;10972966.91;Public;200-500 employees;Robert Garcia;New York, UK
Company_03916;Japan;Energy;1982;2022;19605719.92;2494537.42;Private;5000-10000 employees;Raj Smith;Berlin, Japan
Company_03917;Canada;Education;1990;2023;30704345.31;5280478.28;Public;50-200 employees;Liu Garcia;Mumbai, Canada
Company_03918;France;Healthcare;2013;2022;9721706.77;2426596.9;Public;200-500 employees;Yuki Müller;Sydney, France
Company_03919;France;Finance;1985;2023;39398232.82;8791190.59;Public;200-500 employees;Yuki Kumar;Berlin, France
Company_03920;UK;Manufacturing;1977;2022;97705979.34;19412373.2;Public;200-500 employees;Yuki Johnson;Berlin, UK
Company_03921;France;Manufacturing;1964;2024;98857091.25;11908447.69;Public;5000-10000 employees;Liu Chen;New York, France
Company_03922;Australia;Retail;1995;2024;93734990.41;7665356.86;Public;200-500 employees;Liu Müller;Beijing, Australia
Company_03923;India;Manufacturing;1957;2022;62250234.82;13587677.68;Private;200-500 employees;Raj Tanaka;Beijing, India
Company_03924;China;Energy;1985;2022;62171218.53;14522240.9;Private;500-1000 employees;Sofia Garcia;Paris, China
Company_03925;India;Manufacturing;1977;2023;74506676.8;14422989.06;Public;1000-5000 employees;Anna Wang;Sydney, India
Company_03926;Australia;Energy;1992;2023;50761132.32;3916400.41;Public;1000-5000 employees;Jane Silva;Beijing, Australia
Company_03927;India;Finance;1953;2024;14160625.45;2605959.37;Public;5000-10000 employees;Michael Brown;Berlin, India
Company_03928;Japan;Software;1991;2022;21580713.79;2962931.68;Private;500-1000 employees;Yuki Silva;Tokyo, Japan
Company_03929;Japan;Healthcare;2012;2023;15767543.13;2457547.85;Private;1000-5000 employees;Yuki Garcia;Tokyo, Japan
Company_03930;UK;Retail;1952;2022;86225989.24;12618822.4;Private;1000-5000 employees;Yuki Johnson;Beijing, UK
Company_03931;Germany;Software;2019;2023;14194580.75;2749540.57;Public;500-1000 employees;Sofia Brown;Berlin, Germany
Company_03932;Canada;Software;1990;2022;4656156.89;1026373.73;Public;5000-10000 employees;John Brown;São Paulo, Canada
Company_03933;UK;Energy;2008;2024;82070555.34;14305336.7;Public;500-1000 employees;Anna Silva;Beijing, UK
Company_03934;Japan;Logistics;2018;2022;34244451.98;5113771.89;Private;500-1000 employees;Jane Brown;Paris, Japan
Company_03935;India;Finance;2017;2023;90006545.77;15512283.31;Private;5000-10000 employees;Michael Wang;Tokyo, India
Company_03936;India;Finance;1951;2022;83469447.63;19717046.15;Public;500-1000 employees;Raj Tanaka;Sydney, India
Company_03937;Brazil;Retail;2008;2022;87862126.23;12068432.61;Private;1000-5000 employees;John Johnson;New York, Brazil
Company_03938;France;Retail;1974;2024;70522736.19;13345260.69;Private;200-500 employees;Liu Garcia;London, France
Company_03939;India;Software;1974;2022;50756882.54;5177142.5;Public;5000-10000 employees;Carlos Smith;Berlin, India
Company_03940;USA;Education;1968;2022;4445199.27;974006.32;Public;50-200 employees;Carlos Johnson;Sydney, USA
Company_03941;France;Energy;1959;2022;98400777.99;5394737.38;Public;500-1000 employees;Yuki Kumar;Tokyo, France
Company_03942;USA;Finance;2015;2023;67709074.31;3815963.13;Private;500-1000 employees;Sofia Chen;São Paulo, USA
Company_03943;Australia;Software;1997;2024;67824212.21;12650825.2;Public;50-200 employees;Liu Müller;Paris, Australia
Company_03944;India;Energy;1968;2022;51565402.63;4868267.08;Public;5000-10000 employees;Michael Kumar;Tokyo, India
Company_03945;Australia;Finance;1998;2022;81676375.33;18740666.72;Private;200-500 employees;Michael Brown;Tokyo, Australia
Company_03946;Australia;Education;2017;2021;91341220.95;17789002.49;Public;500-1000 employees;Raj Smith;Berlin, Australia
Company_03947;China;Retail;1972;2023;73884918.38;14938444.74;Public;5000-10000 employees;Liu Tanaka;New York, China
Company_03948;India;Healthcare;2018;2023;92955495.16;21140743.48;Private;1000-5000 employees;Anna Müller;London, India
Company_03949;India;Manufacturing;1989;2024;9260046.35;1233182.83;Public;5000-10000 employees;Anna Smith;Tokyo, India
Company_03950;Japan;Retail;1967;2023;33298312.93;4397368.25;Private;5000-10000 employees;Liu Kumar;Sydney, Japan
Company_03951;Germany;Manufacturing;1976;2021;79601950.43;9665157.89;Public;5000-10000 employees;Michael Müller;London, Germany
Company_03952;China;Retail;1976;2024;90311270.4;18021875.62;Private;1000-5000 employees;Sofia Tanaka;Paris, China
Company_03953;Canada;Education;2003;2022;14396549.83;2311291.63;Private;1000-5000 employees;Yuki Wang;New York, Canada
Company_03954;Canada;Software;1953;2021;61182224.5;8065485.36;Public;500-1000 employees;Carlos Müller;Sydney, Canada
Company_03955;Australia;Healthcare;1971;2023;62740740.79;4032040.91;Private;1000-5000 employees;John Kumar;London, Australia
Company_03956;China;Finance;1974;2024;29690974.01;2965125.8;Private;50-200 employees;Carlos Wang;São Paulo, China
Company_03957;China;Manufacturing;1996;2022;18040712.42;2065703.98;Public;1000-5000 employees;Carlos Garcia;Tokyo, China
Company_03958;France;Software;1958;2021;83943308.02;16166413.26;Public;200-500 employees;John Wang;Sydney, France
Company_03959;USA;Energy;1999;2024;28464835.24;5049045.85;Private;1000-5000 employees;Michael Müller;Paris, USA
Company_03960;UK;Manufacturing;1953;2024;72288107.8;14135168.36;Private;500-1000 employees;John Kumar;Paris, UK
Company_03961;India;Energy;1971;2023;13800614.07;1128162.74;Public;500-1000 employees;Yuki Garcia;New York, India
Company_03962;Canada;Finance;1967;2022;68457335.55;16033385.01;Private;200-500 employees;Raj Kumar;London, Canada
Company_03963;India;Energy;2022;2021;72512171.29;14432791.66;Private;5000-10000 employees;Carlos Johnson;Tokyo, India
Company_03964;Canada;Healthcare;2019;2021;6748455.83;538558.61;Private;500-1000 employees;Robert Smith;Paris, Canada
Company_03965;India;Software;1985;2021;82811814.43;8730413.64;Private;200-500 employees;Liu Tanaka;Paris, India
Company_03966;Australia;Manufacturing;1987;2022;83354301.8;16643801.63;Public;500-1000 employees;Yuki Chen;Berlin, Australia
Company_03967;UK;Software;2012;2024;83396221.17;6148747.8;Public;200-500 employees;Yuki Garcia;São Paulo, UK
Company_03968;Germany;Education;1984;2022;58252315.91;12505165.92;Public;200-500 employees;Liu Silva;New York, Germany
Company_03969;Germany;Healthcare;1978;2023;58031742.83;2963016.72;Public;1000-5000 employees;Raj Garcia;São Paulo, Germany
Company_03970;Canada;Retail;1987;2022;34928726.82;6564700.83;Public;500-1000 employees;Michael Brown;Sydney, Canada
Company_03971;USA;Retail;2013;2024;13521031.56;2705742.67;Public;5000-10000 employees;Carlos Wang;Berlin, USA
Company_03972;India;Retail;2007;2024;48277348.46;4812197.56;Public;1000-5000 employees;Sofia Johnson;Paris, India
Company_03973;Brazil;Finance;1985;2023;94172611.33;15221478.07;Private;500-1000 employees;Yuki Johnson;Berlin, Brazil
Company_03974;Australia;Logistics;1960;2022;42628779.96;8707904.63;Private;500-1000 employees;Carlos Smith;Tokyo, Australia
Company_03975;Germany;Energy;2002;2021;84205178.66;15160643.03;Private;50-200 employees;Carlos Smith;Paris, Germany
Company_03976;China;Manufacturing;1968;2022;11624803.91;1266526.21;Private;500-1000 employees;Yuki Kumar;Beijing, China
Company_03977;USA;Healthcare;1992;2024;47251734.53;3481928.1;Public;5000-10000 employees;Michael Müller;Tokyo, USA
Company_03978;Canada;Finance;2004;2021;40791947.39;6178735.43;Public;200-500 employees;Anna Silva;Beijing, Canada
Company_03979;UK;Software;2012;2021;14817116.77;1797075.37;Private;500-1000 employees;Sofia Tanaka;Tokyo, UK
Company_03980;France;Finance;2022;2022;64513367.64;15817431.14;Private;500-1000 employees;Sofia Chen;Toronto, France
Company_03981;Canada;Logistics;1963;2022;41559039.3;8627444.42;Private;5000-10000 employees;Jane Silva;Sydney, Canada
Company_03982;China;Education;1999;2022;13656060.66;1652101.84;Public;1000-5000 employees;Jane Kumar;London, China
Company_03983;USA;Manufacturing;1986;2022;59084714.5;14275685.88;Public;500-1000 employees;Jane Johnson;London, USA
Company_03984;India;Education;1957;2024;46793575.02;11084784.71;Public;50-200 employees;Jane Müller;São Paulo, India
Company_03985;China;Education;2020;2022;38902740.18;4272717.61;Private;1000-5000 employees;John Wang;Mumbai, China
Company_03986;UK;Logistics;2021;2024;40947609.57;7071323.97;Private;500-1000 employees;Michael Johnson;Beijing, UK
Company_03987;Japan;Energy;1968;2022;29686192.39;5975919.52;Private;50-200 employees;John Garcia;Tokyo, Japan
Company_03988;France;Manufacturing;1989;2024;10488414.53;1754643.79;Private;5000-10000 employees;Sofia Johnson;New York, France
Company_03989;France;Logistics;1983;2022;57975159.13;5942451.82;Public;200-500 employees;Anna Wang;Mumbai, France
Company_03990;UK;Logistics;1995;2022;9818957.08;1316099.97;Public;500-1000 employees;Anna Brown;Paris, UK
Company_03991;Germany;Energy;1959;2023;74613932.73;5940020.81;Public;5000-10000 employees;Michael Silva;Tokyo, Germany
Company_03992;Germany;Finance;1995;2024;6448394.69;1272861.88;Private;200-500 employees;Liu Garcia;Paris, Germany
Company_03993;USA;Finance;2011;2022;51367608.23;4928100.01;Private;1000-5000 employees;John Tanaka;Mumbai, USA
Company_03994;Japan;Logistics;1989;2022;77470271.2;6439688.81;Private;5000-10000 employees;Anna Smith;New York, Japan
Company_03995;Australia;Retail;1968;2021;26612140.64;1461365.5;Private;5000-10000 employees;Sofia Tanaka;New York, Australia
Company_03996;UK;Finance;1967;2024;63488917.08;15407855.86;Public;50-200 employees;Robert Garcia;Tokyo, UK
Company_03997;USA;Software;1984;2021;5657286.98;1365201.39;Public;1000-5000 employees;Jane Kumar;Beijing, USA
Company_03998;Germany;Logistics;1969;2021;11684610.61;1308380.19;Public;1000-5000 employees;Anna Johnson;Toronto, Germany
Company_03999;Australia;Finance;2004;2024;96371326.94;17524661.78;Public;5000-10000 employees;Anna Silva;Tokyo, Australia
Company_04000;China;Software;1962;2021;77848825.96;16335910.97;Private;5000-10000 employees;Raj Wang;Beijing, China
Company_04001;India;Energy;1995;2024;76805872.28;9359404.88;Private;5000-10000 employees;John Müller;São Paulo, India
Company_04002;Germany;Energy;1956;2023;40443030.23;7135352.84;Private;1000-5000 employees;Robert Johnson;New York, Germany
Company_04003;Germany;Retail;1986;2023;35478782.17;7778329.58;Private;1000-5000 employees;Liu Silva;Paris, Germany
Company_04004;Australia;Software;1964;2024;60060479.75;14675938.15;Private;200-500 employees;Anna Müller;Sydney, Australia
Company_04005;India;Finance;1977;2021;35491469.13;6252269.36;Private;50-200 employees;Anna Kumar;Beijing, India
Company_04006;USA;Healthcare;1997;2021;13094155.71;1391327.24;Public;50-200 employees;Anna Brown;Beijing, USA
Company_04007;France;Healthcare;1996;2023;98127551.66;10620650.92;Private;50-200 employees;Robert Smith;London, France
Company_04008;Australia;Logistics;1967;2023;30791357.19;5941213.43;Public;500-1000 employees;Yuki Silva;London, Australia
Company_04009;Brazil;Retail;1990;2021;63048628.87;8166957.33;Public;500-1000 employees;John Johnson;Paris, Brazil
Company_04010;Brazil;Logistics;2016;2021;77377612.29;7204332.18;Private;1000-5000 employees;Carlos Chen;Beijing, Brazil
Company_04011;Australia;Retail;1993;2024;43864690.83;4039842.39;Public;50-200 employees;Michael Brown;Tokyo, Australia
Company_04012;Japan;Education;2013;2021;24172187.76;2057130.77;Public;1000-5000 employees;John Tanaka;New York, Japan
Company_04013;Japan;Finance;1965;2024;93971201.43;20455328.17;Private;5000-10000 employees;John Wang;New York, Japan
Company_04014;Canada;Energy;1974;2024;21748592.93;4911907.7;Public;200-500 employees;Yuki Smith;Toronto, Canada
Company_04015;Japan;Energy;2001;2021;62095871.58;4846129.84;Public;50-200 employees;Michael Müller;New York, Japan
Company_04016;Australia;Software;1964;2022;87729994.01;17539420.16;Private;200-500 employees;Yuki Johnson;Sydney, Australia
Company_04017;India;Energy;1996;2021;78922193.12;6777440.09;Public;5000-10000 employees;Raj Johnson;Paris, India
Company_04018;India;Manufacturing;2008;2021;5492451.46;582962.64;Private;50-200 employees;Anna Tanaka;Paris, India
Company_04019;Canada;Energy;1958;2024;98213902.14;7351695.11;Public;5000-10000 employees;Jane Tanaka;Berlin, Canada
Company_04020;Canada;Finance;1983;2021;35193785.17;6501421.82;Public;50-200 employees;Jane Kumar;Mumbai, Canada
Company_04021;Australia;Software;2006;2021;70806928.45;13909655.48;Private;5000-10000 employees;Sofia Kumar;Beijing, Australia
Company_04022;Brazil;Manufacturing;2001;2021;42885187.97;4437173.7;Private;1000-5000 employees;Sofia Garcia;Paris, Brazil
Company_04023;Germany;Energy;2020;2021;51053070.12;5751227.86;Private;500-1000 employees;Jane Tanaka;Paris, Germany
Company_04024;USA;Finance;1980;2021;50757666.57;8970031.42;Public;5000-10000 employees;Anna Garcia;Berlin, USA
Company_04025;Germany;Logistics;2017;2021;78320509.94;9042255.42;Public;5000-10000 employees;Yuki Wang;Berlin, Germany
Company_04026;France;Finance;1984;2022;38290575.04;3212848.84;Private;5000-10000 employees;Sofia Tanaka;Mumbai, France
Company_04027;India;Energy;2001;2021;57363965.03;9951726.78;Public;50-200 employees;Anna Müller;London, India
Company_04028;Japan;Education;1966;2022;58641694.55;8550204.97;Public;5000-10000 employees;John Wang;Toronto, Japan
Company_04029;China;Software;1979;2022;74206331.9;11039280.12;Private;50-200 employees;Liu Brown;São Paulo, China
Company_04030;Germany;Education;1968;2022;94867867.75;16487182.97;Public;50-200 employees;Jane Müller;London, Germany
Company_04031;India;Retail;2014;2022;31323362.71;3216014.72;Private;1000-5000 employees;Robert Silva;Toronto, India
Company_04032;India;Energy;2019;2023;88988571.22;16022832.81;Private;5000-10000 employees;Michael Smith;São Paulo, India
Company_04033;India;Software;1959;2022;31627487.45;3273296.33;Public;50-200 employees;Sofia Wang;Beijing, India
Company_04034;France;Healthcare;2019;2022;71243511.68;8495700.01;Private;5000-10000 employees;Raj Brown;Paris, France
Company_04035;China;Logistics;1983;2021;83550323.59;4524861.6;Public;50-200 employees;Sofia Tanaka;Beijing, China
Company_04036;China;Logistics;1963;2023;48300490.7;9862661.75;Public;200-500 employees;Sofia Tanaka;London, China
